id,activityhour,steptotal,hour_steps,day_of_week_steps,calories,hour_calories,day_of_week_calories
1624580081,2016-04-17 13:00:00,1374,13,Sunday,122,13,Sunday
1624580081,2016-04-17 14:00:00,657,14,Sunday,80,14,Sunday
1624580081,2016-04-17 15:00:00,19,15,Sunday,56,15,Sunday
1624580081,2016-04-17 16:00:00,0,16,Sunday,50,16,Sunday
1624580081,2016-04-17 17:00:00,2047,17,Sunday,129,17,Sunday
1624580081,2016-04-17 18:00:00,401,18,Sunday,73,18,Sunday
1624580081,2016-04-17 19:00:00,782,19,Sunday,91,19,Sunday
1624580081,2016-04-17 20:00:00,156,20,Sunday,79,20,Sunday
1624580081,2016-04-17 21:00:00,173,21,Sunday,63,21,Sunday
1624580081,2016-04-17 22:00:00,28,22,Sunday,58,22,Sunday
1624580081,2016-04-17 23:00:00,89,23,Sunday,55,23,Sunday
1624580081,2016-04-18 00:00:00,59,0,Monday,54,0,Monday
1624580081,2016-04-18 01:00:00,29,1,Monday,55,1,Monday
1624580081,2016-04-18 02:00:00,0,2,Monday,51,2,Monday
1624580081,2016-04-18 03:00:00,0,3,Monday,50,3,Monday
1624580081,2016-04-18 04:00:00,0,4,Monday,50,4,Monday
1624580081,2016-04-18 05:00:00,0,5,Monday,50,5,Monday
1624580081,2016-04-18 06:00:00,0,6,Monday,50,6,Monday
1624580081,2016-04-18 07:00:00,354,7,Monday,63,7,Monday
1624580081,2016-04-18 08:00:00,4120,8,Monday,120,8,Monday
1624580081,2016-04-18 09:00:00,17,9,Monday,57,9,Monday
1624580081,2016-04-18 10:00:00,458,10,Monday,78,10,Monday
1624580081,2016-04-18 11:00:00,261,11,Monday,68,11,Monday
1624580081,2016-04-18 12:00:00,6,12,Monday,51,12,Monday
1624580081,2016-04-18 13:00:00,0,13,Monday,50,13,Monday
1624580081,2016-04-18 14:00:00,0,14,Monday,50,14,Monday
1624580081,2016-04-18 15:00:00,812,15,Monday,90,15,Monday
1624580081,2016-04-18 16:00:00,3242,16,Monday,166,16,Monday
1624580081,2016-04-18 17:00:00,186,17,Monday,61,17,Monday
1624580081,2016-04-18 18:00:00,314,18,Monday,72,18,Monday
1624580081,2016-04-18 19:00:00,131,19,Monday,62,19,Monday
1624580081,2016-04-18 20:00:00,180,20,Monday,66,20,Monday
1624580081,2016-04-18 21:00:00,120,21,Monday,65,21,Monday
1624580081,2016-04-18 22:00:00,124,22,Monday,62,22,Monday
1624580081,2016-04-18 23:00:00,123,23,Monday,63,23,Monday
1624580081,2016-04-19 00:00:00,0,0,Tuesday,52,0,Tuesday
1624580081,2016-04-19 01:00:00,0,1,Tuesday,50,1,Tuesday
1624580081,2016-04-19 02:00:00,0,2,Tuesday,50,2,Tuesday
1624580081,2016-04-19 03:00:00,0,3,Tuesday,50,3,Tuesday
1624580081,2016-04-19 04:00:00,0,4,Tuesday,50,4,Tuesday
1624580081,2016-04-19 05:00:00,106,5,Tuesday,60,5,Tuesday
1624580081,2016-04-19 06:00:00,333,6,Tuesday,77,6,Tuesday
1624580081,2016-04-19 07:00:00,13,7,Tuesday,54,7,Tuesday
1624580081,2016-04-19 08:00:00,227,8,Tuesday,66,8,Tuesday
1624580081,2016-04-19 09:00:00,0,9,Tuesday,51,9,Tuesday
1624580081,2016-04-19 10:00:00,0,10,Tuesday,50,10,Tuesday
1624580081,2016-04-19 11:00:00,120,11,Tuesday,64,11,Tuesday
1624580081,2016-04-19 12:00:00,826,12,Tuesday,109,12,Tuesday
1624580081,2016-04-19 13:00:00,235,13,Tuesday,70,13,Tuesday
1624580081,2016-04-19 14:00:00,495,14,Tuesday,71,14,Tuesday
1624580081,2016-04-19 15:00:00,0,15,Tuesday,50,15,Tuesday
1624580081,2016-04-19 16:00:00,0,16,Tuesday,53,16,Tuesday
1624580081,2016-04-19 17:00:00,0,17,Tuesday,52,17,Tuesday
1624580081,2016-04-19 18:00:00,351,18,Tuesday,80,18,Tuesday
1624580081,2016-04-19 19:00:00,137,19,Tuesday,59,19,Tuesday
1624580081,2016-04-19 20:00:00,12,20,Tuesday,55,20,Tuesday
1624580081,2016-04-19 21:00:00,22,21,Tuesday,55,21,Tuesday
1624580081,2016-04-19 22:00:00,39,22,Tuesday,59,22,Tuesday
1624580081,2016-04-19 23:00:00,0,23,Tuesday,51,23,Tuesday
1624580081,2016-04-20 00:00:00,123,0,Wednesday,60,0,Wednesday
1624580081,2016-04-20 01:00:00,0,1,Wednesday,50,1,Wednesday
1624580081,2016-04-20 02:00:00,0,2,Wednesday,50,2,Wednesday
1624580081,2016-04-20 03:00:00,0,3,Wednesday,50,3,Wednesday
1624580081,2016-04-20 04:00:00,0,4,Wednesday,50,4,Wednesday
1624580081,2016-04-20 05:00:00,0,5,Wednesday,50,5,Wednesday
1624580081,2016-04-20 06:00:00,0,6,Wednesday,50,6,Wednesday
1624580081,2016-04-20 07:00:00,0,7,Wednesday,50,7,Wednesday
1624580081,2016-04-20 08:00:00,0,8,Wednesday,51,8,Wednesday
1624580081,2016-04-20 09:00:00,2608,9,Wednesday,117,9,Wednesday
1624580081,2016-04-20 10:00:00,159,10,Wednesday,59,10,Wednesday
1624580081,2016-04-20 11:00:00,89,11,Wednesday,60,11,Wednesday
1624580081,2016-04-20 12:00:00,319,12,Wednesday,75,12,Wednesday
1624580081,2016-04-20 13:00:00,8,13,Wednesday,54,13,Wednesday
1624580081,2016-04-20 14:00:00,0,14,Wednesday,54,14,Wednesday
1624580081,2016-04-20 15:00:00,46,15,Wednesday,59,15,Wednesday
1624580081,2016-04-20 16:00:00,311,16,Wednesday,69,16,Wednesday
1624580081,2016-04-20 17:00:00,353,17,Wednesday,68,17,Wednesday
1624580081,2016-04-20 18:00:00,445,18,Wednesday,82,18,Wednesday
1624580081,2016-04-20 19:00:00,62,19,Wednesday,56,19,Wednesday
1624580081,2016-04-20 20:00:00,26,20,Wednesday,52,20,Wednesday
1624580081,2016-04-20 21:00:00,35,21,Wednesday,55,21,Wednesday
1624580081,2016-04-20 22:00:00,264,22,Wednesday,71,22,Wednesday
1624580081,2016-04-20 23:00:00,126,23,Wednesday,56,23,Wednesday
1624580081,2016-04-21 00:00:00,9,0,Thursday,51,0,Thursday
1624580081,2016-04-21 01:00:00,0,1,Thursday,50,1,Thursday
1624580081,2016-04-21 02:00:00,0,2,Thursday,52,2,Thursday
1624580081,2016-04-21 03:00:00,106,3,Thursday,54,3,Thursday
1624580081,2016-04-21 04:00:00,0,4,Thursday,50,4,Thursday
1624580081,2016-04-21 05:00:00,0,5,Thursday,50,5,Thursday
1624580081,2016-04-21 06:00:00,0,6,Thursday,51,6,Thursday
1624580081,2016-04-21 07:00:00,0,7,Thursday,50,7,Thursday
1624580081,2016-04-21 08:00:00,0,8,Thursday,51,8,Thursday
1624580081,2016-04-21 09:00:00,186,9,Thursday,61,9,Thursday
1624580081,2016-04-21 10:00:00,502,10,Thursday,62,10,Thursday
1624580081,2016-04-21 11:00:00,339,11,Thursday,78,11,Thursday
1624580081,2016-04-21 12:00:00,9,12,Thursday,51,12,Thursday
1624580081,2016-04-21 13:00:00,0,13,Thursday,50,13,Thursday
1624580081,2016-04-21 14:00:00,226,14,Thursday,68,14,Thursday
1624580081,2016-04-21 15:00:00,111,15,Thursday,55,15,Thursday
1624580081,2016-04-21 16:00:00,28,16,Thursday,54,16,Thursday
1624580081,2016-04-21 17:00:00,218,17,Thursday,64,17,Thursday
1624580081,2016-04-21 18:00:00,1287,18,Thursday,97,18,Thursday
1624580081,2016-04-21 19:00:00,2880,19,Thursday,124,19,Thursday
1624580081,2016-04-21 20:00:00,88,20,Thursday,60,20,Thursday
1624580081,2016-04-21 21:00:00,180,21,Thursday,68,21,Thursday
1624580081,2016-04-21 22:00:00,180,22,Thursday,65,22,Thursday
1624580081,2016-04-21 23:00:00,0,23,Thursday,52,23,Thursday
1624580081,2016-04-22 00:00:00,0,0,Friday,51,0,Friday
1624580081,2016-04-22 01:00:00,0,1,Friday,50,1,Friday
1624580081,2016-04-22 02:00:00,0,2,Friday,50,2,Friday
1624580081,2016-04-22 03:00:00,105,3,Friday,54,3,Friday
1624580081,2016-04-22 04:00:00,0,4,Friday,50,4,Friday
1624580081,2016-04-22 05:00:00,0,5,Friday,50,5,Friday
1624580081,2016-04-22 06:00:00,0,6,Friday,50,6,Friday
1624580081,2016-04-22 07:00:00,142,7,Friday,70,7,Friday
1624580081,2016-04-22 08:00:00,0,8,Friday,52,8,Friday
1624580081,2016-04-22 09:00:00,12,9,Friday,53,9,Friday
1624580081,2016-04-22 10:00:00,240,10,Friday,63,10,Friday
1624580081,2016-04-22 11:00:00,205,11,Friday,68,11,Friday
1624580081,2016-04-22 12:00:00,55,12,Friday,56,12,Friday
1624580081,2016-04-22 13:00:00,149,13,Friday,60,13,Friday
1624580081,2016-04-22 14:00:00,0,14,Friday,51,14,Friday
1624580081,2016-04-22 15:00:00,0,15,Friday,53,15,Friday
1624580081,2016-04-22 16:00:00,102,16,Friday,55,16,Friday
1624580081,2016-04-22 17:00:00,58,17,Friday,57,17,Friday
1624580081,2016-04-22 18:00:00,9,18,Friday,51,18,Friday
1624580081,2016-04-22 19:00:00,345,19,Friday,96,19,Friday
1624580081,2016-04-22 20:00:00,671,20,Friday,91,20,Friday
1624580081,2016-04-22 21:00:00,430,21,Friday,76,21,Friday
1624580081,2016-04-22 22:00:00,1013,22,Friday,88,22,Friday
1624580081,2016-04-22 23:00:00,466,23,Friday,76,23,Friday
1624580081,2016-04-23 00:00:00,218,0,Saturday,68,0,Saturday
1624580081,2016-04-23 01:00:00,16,1,Saturday,55,1,Saturday
1624580081,2016-04-23 02:00:00,0,2,Saturday,50,2,Saturday
1624580081,2016-04-23 03:00:00,0,3,Saturday,50,3,Saturday
1624580081,2016-04-23 04:00:00,0,4,Saturday,50,4,Saturday
1624580081,2016-04-23 05:00:00,0,5,Saturday,50,5,Saturday
1624580081,2016-04-23 06:00:00,0,6,Saturday,50,6,Saturday
1624580081,2016-04-23 07:00:00,0,7,Saturday,50,7,Saturday
1624580081,2016-04-23 08:00:00,0,8,Saturday,51,8,Saturday
1624580081,2016-04-23 09:00:00,150,9,Saturday,63,9,Saturday
1624580081,2016-04-23 10:00:00,722,10,Saturday,80,10,Saturday
1624580081,2016-04-23 11:00:00,0,11,Saturday,50,11,Saturday
1624580081,2016-04-23 12:00:00,97,12,Saturday,58,12,Saturday
1624580081,2016-04-23 13:00:00,39,13,Saturday,52,13,Saturday
1624580081,2016-04-23 14:00:00,221,14,Saturday,64,14,Saturday
1624580081,2016-04-23 15:00:00,0,15,Saturday,52,15,Saturday
1624580081,2016-04-23 16:00:00,350,16,Saturday,77,16,Saturday
1624580081,2016-04-23 17:00:00,8,17,Saturday,53,17,Saturday
1624580081,2016-04-23 18:00:00,74,18,Saturday,60,18,Saturday
1624580081,2016-04-23 19:00:00,446,19,Saturday,95,19,Saturday
1624580081,2016-04-23 20:00:00,2628,20,Saturday,128,20,Saturday
1624580081,2016-04-23 21:00:00,2666,21,Saturday,121,21,Saturday
1624580081,2016-04-23 22:00:00,854,22,Saturday,81,22,Saturday
1624580081,2016-04-23 23:00:00,49,23,Saturday,53,23,Saturday
1624580081,2016-04-24 00:00:00,174,0,Sunday,64,0,Sunday
1624580081,2016-04-24 01:00:00,34,1,Sunday,59,1,Sunday
1624580081,2016-04-24 02:00:00,0,2,Sunday,50,2,Sunday
1624580081,2016-04-24 03:00:00,0,3,Sunday,50,3,Sunday
1624580081,2016-04-24 04:00:00,0,4,Sunday,50,4,Sunday
1624580081,2016-04-24 05:00:00,0,5,Sunday,51,5,Sunday
1624580081,2016-04-24 06:00:00,0,6,Sunday,52,6,Sunday
1624580081,2016-04-24 07:00:00,0,7,Sunday,50,7,Sunday
1624580081,2016-04-24 08:00:00,0,8,Sunday,54,8,Sunday
1624580081,2016-04-24 09:00:00,121,9,Sunday,60,9,Sunday
1624580081,2016-04-24 10:00:00,313,10,Sunday,89,10,Sunday
1624580081,2016-04-24 11:00:00,103,11,Sunday,70,11,Sunday
1624580081,2016-04-24 12:00:00,1236,12,Sunday,106,12,Sunday
1624580081,2016-04-24 13:00:00,1604,13,Sunday,114,13,Sunday
1624580081,2016-04-24 14:00:00,217,14,Sunday,70,14,Sunday
1624580081,2016-04-24 15:00:00,0,15,Sunday,50,15,Sunday
1624580081,2016-04-24 16:00:00,12,16,Sunday,54,16,Sunday
1624580081,2016-04-24 17:00:00,53,17,Sunday,61,17,Sunday
1624580081,2016-04-24 18:00:00,1456,18,Sunday,145,18,Sunday
1624580081,2016-04-24 19:00:00,232,19,Sunday,82,19,Sunday
1624580081,2016-04-24 20:00:00,397,20,Sunday,77,20,Sunday
1624580081,2016-04-24 21:00:00,24,21,Sunday,53,21,Sunday
1624580081,2016-04-24 22:00:00,100,22,Sunday,57,22,Sunday
1624580081,2016-04-24 23:00:00,0,23,Sunday,50,23,Sunday
1624580081,2016-04-25 00:00:00,0,0,Monday,50,0,Monday
1624580081,2016-04-25 01:00:00,6,1,Monday,54,1,Monday
1624580081,2016-04-25 02:00:00,0,2,Monday,50,2,Monday
1624580081,2016-04-25 03:00:00,0,3,Monday,50,3,Monday
1624580081,2016-04-25 04:00:00,0,4,Monday,50,4,Monday
1624580081,2016-04-25 05:00:00,0,5,Monday,50,5,Monday
1624580081,2016-04-25 06:00:00,0,6,Monday,50,6,Monday
1624580081,2016-04-25 07:00:00,0,7,Monday,50,7,Monday
1624580081,2016-04-25 08:00:00,221,8,Monday,64,8,Monday
1624580081,2016-04-25 09:00:00,148,9,Monday,62,9,Monday
1624580081,2016-04-25 10:00:00,2401,10,Monday,99,10,Monday
1624580081,2016-04-25 11:00:00,967,11,Monday,102,11,Monday
1624580081,2016-04-25 12:00:00,508,12,Monday,77,12,Monday
1624580081,2016-04-25 13:00:00,64,13,Monday,61,13,Monday
1624580081,2016-04-25 14:00:00,45,14,Monday,54,14,Monday
1624580081,2016-04-25 15:00:00,14,15,Monday,54,15,Monday
1624580081,2016-04-25 16:00:00,154,16,Monday,60,16,Monday
1624580081,2016-04-25 17:00:00,951,17,Monday,86,17,Monday
1624580081,2016-04-25 18:00:00,355,18,Monday,72,18,Monday
1624580081,2016-04-25 19:00:00,383,19,Monday,71,19,Monday
1624580081,2016-04-25 20:00:00,0,20,Monday,51,20,Monday
1624580081,2016-04-25 21:00:00,41,21,Monday,53,21,Monday
1624580081,2016-04-25 22:00:00,66,22,Monday,61,22,Monday
1624580081,2016-04-25 23:00:00,163,23,Monday,62,23,Monday
1624580081,2016-04-26 00:00:00,38,0,Tuesday,55,0,Tuesday
1624580081,2016-04-26 01:00:00,0,1,Tuesday,51,1,Tuesday
1624580081,2016-04-26 02:00:00,0,2,Tuesday,50,2,Tuesday
1624580081,2016-04-26 03:00:00,0,3,Tuesday,50,3,Tuesday
1624580081,2016-04-26 04:00:00,0,4,Tuesday,50,4,Tuesday
1624580081,2016-04-26 05:00:00,0,5,Tuesday,50,5,Tuesday
1624580081,2016-04-26 06:00:00,0,6,Tuesday,51,6,Tuesday
1624580081,2016-04-26 07:00:00,0,7,Tuesday,50,7,Tuesday
1624580081,2016-04-26 08:00:00,0,8,Tuesday,51,8,Tuesday
1624580081,2016-04-26 09:00:00,470,9,Tuesday,79,9,Tuesday
1624580081,2016-04-26 10:00:00,388,10,Tuesday,70,10,Tuesday
1624580081,2016-04-26 11:00:00,43,11,Tuesday,60,11,Tuesday
1624580081,2016-04-26 12:00:00,160,12,Tuesday,62,12,Tuesday
1624580081,2016-04-26 13:00:00,269,13,Tuesday,65,13,Tuesday
1624580081,2016-04-26 14:00:00,239,14,Tuesday,74,14,Tuesday
1624580081,2016-04-26 15:00:00,0,15,Tuesday,52,15,Tuesday
1624580081,2016-04-26 16:00:00,81,16,Tuesday,57,16,Tuesday
1624580081,2016-04-26 17:00:00,449,17,Tuesday,69,17,Tuesday
1624580081,2016-04-26 18:00:00,258,18,Tuesday,67,18,Tuesday
1624580081,2016-04-26 19:00:00,383,19,Tuesday,74,19,Tuesday
1624580081,2016-04-26 20:00:00,7,20,Tuesday,55,20,Tuesday
1624580081,2016-04-26 21:00:00,41,21,Tuesday,57,21,Tuesday
1624580081,2016-04-26 22:00:00,0,22,Tuesday,53,22,Tuesday
1624580081,2016-04-26 23:00:00,0,23,Tuesday,50,23,Tuesday
1624580081,2016-04-27 00:00:00,133,0,Wednesday,54,0,Wednesday
1624580081,2016-04-27 01:00:00,0,1,Wednesday,50,1,Wednesday
1624580081,2016-04-27 02:00:00,0,2,Wednesday,50,2,Wednesday
1624580081,2016-04-27 03:00:00,0,3,Wednesday,50,3,Wednesday
1624580081,2016-04-27 04:00:00,0,4,Wednesday,50,4,Wednesday
1624580081,2016-04-27 05:00:00,0,5,Wednesday,50,5,Wednesday
1624580081,2016-04-27 06:00:00,0,6,Wednesday,51,6,Wednesday
1624580081,2016-04-27 07:00:00,0,7,Wednesday,50,7,Wednesday
1624580081,2016-04-27 08:00:00,0,8,Wednesday,50,8,Wednesday
1624580081,2016-04-27 09:00:00,247,9,Wednesday,60,9,Wednesday
1624580081,2016-04-27 10:00:00,32,10,Wednesday,53,10,Wednesday
1624580081,2016-04-27 11:00:00,433,11,Wednesday,88,11,Wednesday
1624580081,2016-04-27 12:00:00,212,12,Wednesday,71,12,Wednesday
1624580081,2016-04-27 13:00:00,1239,13,Wednesday,111,13,Wednesday
1624580081,2016-04-27 14:00:00,4016,14,Wednesday,222,14,Wednesday
1624580081,2016-04-27 15:00:00,413,15,Wednesday,67,15,Wednesday
1624580081,2016-04-27 16:00:00,561,16,Wednesday,80,16,Wednesday
1624580081,2016-04-27 17:00:00,510,17,Wednesday,72,17,Wednesday
1624580081,2016-04-27 18:00:00,157,18,Wednesday,62,18,Wednesday
1624580081,2016-04-27 19:00:00,26,19,Wednesday,66,19,Wednesday
1624580081,2016-04-27 20:00:00,0,20,Wednesday,55,20,Wednesday
1624580081,2016-04-27 21:00:00,79,21,Wednesday,71,21,Wednesday
1624580081,2016-04-27 22:00:00,104,22,Wednesday,68,22,Wednesday
1624580081,2016-04-27 23:00:00,205,23,Wednesday,71,23,Wednesday
1624580081,2016-04-28 00:00:00,36,0,Thursday,56,0,Thursday
1624580081,2016-04-28 01:00:00,0,1,Thursday,50,1,Thursday
1624580081,2016-04-28 02:00:00,0,2,Thursday,50,2,Thursday
1624580081,2016-04-28 03:00:00,0,3,Thursday,50,3,Thursday
1624580081,2016-04-28 04:00:00,0,4,Thursday,50,4,Thursday
1624580081,2016-04-28 05:00:00,0,5,Thursday,50,5,Thursday
1624580081,2016-04-28 06:00:00,0,6,Thursday,50,6,Thursday
1624580081,2016-04-28 07:00:00,0,7,Thursday,50,7,Thursday
1624580081,2016-04-28 08:00:00,139,8,Thursday,62,8,Thursday
1624580081,2016-04-28 09:00:00,137,9,Thursday,56,9,Thursday
1624580081,2016-04-28 10:00:00,167,10,Thursday,67,10,Thursday
1624580081,2016-04-28 11:00:00,182,11,Thursday,63,11,Thursday
1624580081,2016-04-28 12:00:00,0,12,Thursday,50,12,Thursday
1624580081,2016-04-28 13:00:00,0,13,Thursday,50,13,Thursday
1624580081,2016-04-28 14:00:00,188,14,Thursday,62,14,Thursday
1624580081,2016-04-28 15:00:00,0,15,Thursday,50,15,Thursday
1624580081,2016-04-28 16:00:00,635,16,Thursday,92,16,Thursday
1624580081,2016-04-28 17:00:00,572,17,Thursday,96,17,Thursday
1624580081,2016-04-28 18:00:00,0,18,Thursday,50,18,Thursday
1624580081,2016-04-28 19:00:00,0,19,Thursday,50,19,Thursday
1624580081,2016-04-28 20:00:00,409,20,Thursday,76,20,Thursday
1624580081,2016-04-28 21:00:00,69,21,Thursday,58,21,Thursday
1624580081,2016-04-28 22:00:00,225,22,Thursday,65,22,Thursday
1624580081,2016-04-28 23:00:00,0,23,Thursday,51,23,Thursday
1624580081,2016-04-29 00:00:00,69,0,Friday,55,0,Friday
1624580081,2016-04-29 01:00:00,0,1,Friday,51,1,Friday
1624580081,2016-04-29 02:00:00,0,2,Friday,50,2,Friday
1624580081,2016-04-29 03:00:00,0,3,Friday,50,3,Friday
1624580081,2016-04-29 04:00:00,0,4,Friday,50,4,Friday
1624580081,2016-04-29 05:00:00,0,5,Friday,50,5,Friday
1624580081,2016-04-29 06:00:00,0,6,Friday,50,6,Friday
1624580081,2016-04-29 07:00:00,36,7,Friday,57,7,Friday
1624580081,2016-04-29 08:00:00,0,8,Friday,51,8,Friday
1624580081,2016-04-29 09:00:00,0,9,Friday,50,9,Friday
1624580081,2016-04-29 10:00:00,0,10,Friday,51,10,Friday
1624580081,2016-04-29 11:00:00,0,11,Friday,50,11,Friday
1624580081,2016-04-29 12:00:00,304,12,Friday,74,12,Friday
1624580081,2016-04-29 13:00:00,84,13,Friday,60,13,Friday
1624580081,2016-04-29 14:00:00,129,14,Friday,57,14,Friday
1624580081,2016-04-29 15:00:00,0,15,Friday,52,15,Friday
1624580081,2016-04-29 16:00:00,790,16,Friday,82,16,Friday
1624580081,2016-04-29 17:00:00,205,17,Friday,81,17,Friday
1624580081,2016-04-29 18:00:00,259,18,Friday,78,18,Friday
1624580081,2016-04-29 19:00:00,205,19,Friday,82,19,Friday
1624580081,2016-04-29 20:00:00,148,20,Friday,64,20,Friday
1624580081,2016-04-29 21:00:00,33,21,Friday,53,21,Friday
1624580081,2016-04-29 22:00:00,128,22,Friday,58,22,Friday
1624580081,2016-04-29 23:00:00,0,23,Friday,50,23,Friday
1624580081,2016-04-30 00:00:00,324,0,Saturday,75,0,Saturday
1624580081,2016-04-30 01:00:00,0,1,Saturday,50,1,Saturday
1624580081,2016-04-30 02:00:00,11,2,Saturday,51,2,Saturday
1624580081,2016-04-30 03:00:00,0,3,Saturday,50,3,Saturday
1624580081,2016-04-30 04:00:00,0,4,Saturday,50,4,Saturday
1624580081,2016-04-30 05:00:00,0,5,Saturday,50,5,Saturday
1624580081,2016-04-30 06:00:00,0,6,Saturday,53,6,Saturday
1624580081,2016-04-30 07:00:00,0,7,Saturday,50,7,Saturday
1624580081,2016-04-30 08:00:00,0,8,Saturday,52,8,Saturday
1624580081,2016-04-30 09:00:00,0,9,Saturday,51,9,Saturday
1624580081,2016-04-30 10:00:00,179,10,Saturday,63,10,Saturday
1624580081,2016-04-30 11:00:00,272,11,Saturday,82,11,Saturday
1624580081,2016-04-30 12:00:00,135,12,Saturday,63,12,Saturday
1624580081,2016-04-30 13:00:00,3579,13,Saturday,190,13,Saturday
1624580081,2016-04-30 14:00:00,307,14,Saturday,80,14,Saturday
1624580081,2016-04-30 15:00:00,648,15,Saturday,91,15,Saturday
1624580081,2016-04-30 16:00:00,57,16,Saturday,54,16,Saturday
1624580081,2016-04-30 17:00:00,0,17,Saturday,53,17,Saturday
1624580081,2016-04-30 18:00:00,381,18,Saturday,83,18,Saturday
1624580081,2016-04-30 19:00:00,185,19,Saturday,94,19,Saturday
1624580081,2016-04-30 20:00:00,66,20,Saturday,57,20,Saturday
1624580081,2016-04-30 21:00:00,107,21,Saturday,77,21,Saturday
1624580081,2016-04-30 22:00:00,145,22,Saturday,70,22,Saturday
1624580081,2016-04-30 23:00:00,78,23,Saturday,67,23,Saturday
1624580081,2016-05-01 00:00:00,6,0,Sunday,51,0,Sunday
1624580081,2016-05-01 01:00:00,0,1,Sunday,50,1,Sunday
1624580081,2016-05-01 02:00:00,0,2,Sunday,51,2,Sunday
1624580081,2016-05-01 03:00:00,0,3,Sunday,52,3,Sunday
1624580081,2016-05-01 04:00:00,207,4,Sunday,87,4,Sunday
1624580081,2016-05-01 05:00:00,1748,5,Sunday,132,5,Sunday
1624580081,2016-05-01 06:00:00,2759,6,Sunday,177,6,Sunday
1624580081,2016-05-01 07:00:00,7609,7,Sunday,336,7,Sunday
1624580081,2016-05-01 08:00:00,8520,8,Sunday,369,8,Sunday
1624580081,2016-05-01 09:00:00,8976,9,Sunday,374,9,Sunday
1624580081,2016-05-01 10:00:00,4282,10,Sunday,201,10,Sunday
1624580081,2016-05-01 11:00:00,176,11,Sunday,66,11,Sunday
1624580081,2016-05-01 12:00:00,217,12,Sunday,71,12,Sunday
1624580081,2016-05-01 13:00:00,41,13,Sunday,52,13,Sunday
1624580081,2016-05-01 14:00:00,0,14,Sunday,50,14,Sunday
1624580081,2016-05-01 15:00:00,0,15,Sunday,51,15,Sunday
1624580081,2016-05-01 16:00:00,180,16,Sunday,65,16,Sunday
1624580081,2016-05-01 17:00:00,46,17,Sunday,54,17,Sunday
1624580081,2016-05-01 18:00:00,128,18,Sunday,55,18,Sunday
1624580081,2016-05-01 19:00:00,125,19,Sunday,55,19,Sunday
1624580081,2016-05-01 20:00:00,385,20,Sunday,74,20,Sunday
1624580081,2016-05-01 21:00:00,289,21,Sunday,94,21,Sunday
1624580081,2016-05-01 22:00:00,272,22,Sunday,71,22,Sunday
1624580081,2016-05-01 23:00:00,53,23,Sunday,54,23,Sunday
1624580081,2016-05-02 00:00:00,82,0,Monday,55,0,Monday
1624580081,2016-05-02 01:00:00,0,1,Monday,50,1,Monday
1624580081,2016-05-02 02:00:00,0,2,Monday,50,2,Monday
1624580081,2016-05-02 03:00:00,0,3,Monday,50,3,Monday
1624580081,2016-05-02 04:00:00,0,4,Monday,50,4,Monday
1624580081,2016-05-02 05:00:00,0,5,Monday,50,5,Monday
1624580081,2016-05-02 06:00:00,100,6,Monday,58,6,Monday
1624580081,2016-05-02 07:00:00,0,7,Monday,50,7,Monday
1624580081,2016-05-02 08:00:00,0,8,Monday,50,8,Monday
1624580081,2016-05-02 09:00:00,0,9,Monday,51,9,Monday
1624580081,2016-05-02 10:00:00,671,10,Monday,75,10,Monday
1624580081,2016-05-02 11:00:00,1649,11,Monday,111,11,Monday
1624580081,2016-05-02 12:00:00,111,12,Monday,61,12,Monday
1624580081,2016-05-02 13:00:00,103,13,Monday,60,13,Monday
1624580081,2016-05-02 14:00:00,0,14,Monday,53,14,Monday
1624580081,2016-05-02 15:00:00,180,15,Monday,62,15,Monday
1624580081,2016-05-02 16:00:00,19,16,Monday,51,16,Monday
1624580081,2016-05-02 17:00:00,81,17,Monday,56,17,Monday
1624580081,2016-05-02 18:00:00,569,18,Monday,78,18,Monday
1624580081,2016-05-02 19:00:00,3261,19,Monday,152,19,Monday
1624580081,2016-05-02 20:00:00,50,20,Monday,57,20,Monday
1624580081,2016-05-02 21:00:00,57,21,Monday,53,21,Monday
1624580081,2016-05-02 22:00:00,150,22,Monday,61,22,Monday
1624580081,2016-05-02 23:00:00,72,23,Monday,53,23,Monday
1624580081,2016-05-03 00:00:00,0,0,Tuesday,51,0,Tuesday
1624580081,2016-05-03 01:00:00,0,1,Tuesday,50,1,Tuesday
1624580081,2016-05-03 02:00:00,0,2,Tuesday,50,2,Tuesday
1624580081,2016-05-03 03:00:00,0,3,Tuesday,50,3,Tuesday
1624580081,2016-05-03 04:00:00,0,4,Tuesday,50,4,Tuesday
1624580081,2016-05-03 05:00:00,0,5,Tuesday,50,5,Tuesday
1624580081,2016-05-03 06:00:00,66,6,Tuesday,56,6,Tuesday
1624580081,2016-05-03 07:00:00,507,7,Tuesday,72,7,Tuesday
1624580081,2016-05-03 08:00:00,0,8,Tuesday,50,8,Tuesday
1624580081,2016-05-03 09:00:00,0,9,Tuesday,50,9,Tuesday
1624580081,2016-05-03 10:00:00,0,10,Tuesday,50,10,Tuesday
1624580081,2016-05-03 11:00:00,0,11,Tuesday,50,11,Tuesday
1624580081,2016-05-03 12:00:00,130,12,Tuesday,67,12,Tuesday
1624580081,2016-05-03 13:00:00,127,13,Tuesday,56,13,Tuesday
1624580081,2016-05-03 14:00:00,128,14,Tuesday,58,14,Tuesday
1624580081,2016-05-03 15:00:00,7,15,Tuesday,52,15,Tuesday
