id,sleepday,totalsleeprecords,totalminutesasleep,totaltimeinbed,sleep_efficiency,sleep_deficit,merge_date
8792009665,2016-04-12,1,458,493,92.90060851926978,22,2016-04-12
8792009665,2016-04-13,1,531,552,96.19565217391305,-51,2016-04-13
8792009665,2016-04-14,1,486,503,96.62027833001989,-6,2016-04-14
8792009665,2016-04-15,1,363,377,96.28647214854111,117,2016-04-15
8792009665,2016-04-20,1,528,547,96.52650822669105,-48,2016-04-20
8792009665,2016-04-22,1,391,407,96.06879606879608,89,2016-04-22
8792009665,2016-04-23,1,339,360,94.16666666666667,141,2016-04-23
8792009665,2016-04-27,1,423,428,98.83177570093457,57,2016-04-27
8792009665,2016-04-28,1,402,416,96.63461538461539,78,2016-04-28
8792009665,2016-04-29,1,398,406,98.0295566502463,82,2016-04-29
8792009665,2016-04-30,1,343,360,95.27777777777777,137,2016-04-30
8792009665,2016-05-01,1,503,527,95.44592030360532,-23,2016-05-01
8792009665,2016-05-02,1,415,423,98.10874704491725,65,2016-05-02
8792009665,2016-05-03,1,516,545,94.67889908256882,-36,2016-05-03
8792009665,2016-05-04,1,439,463,94.81641468682506,41,2016-05-04
