id,activityhour,steptotal,hour,day_of_week
1644430081,2016-05-07 05:00:00,0,5,Saturday
1644430081,2016-05-07 06:00:00,0,6,Saturday
1644430081,2016-05-07 07:00:00,0,7,Saturday
1644430081,2016-05-07 08:00:00,512,8,Saturday
1644430081,2016-05-07 09:00:00,97,9,Saturday
1644430081,2016-05-07 10:00:00,85,10,Saturday
1644430081,2016-05-07 11:00:00,1922,11,Saturday
1644430081,2016-05-07 12:00:00,1695,12,Saturday
1644430081,2016-05-07 13:00:00,1936,13,Saturday
1644430081,2016-05-07 14:00:00,1599,14,Saturday
1644430081,2016-05-07 15:00:00,773,15,Saturday
1644430081,2016-05-07 16:00:00,1481,16,Saturday
1644430081,2016-05-07 17:00:00,1626,17,Saturday
1644430081,2016-05-07 18:00:00,14,18,Saturday
1644430081,2016-05-07 19:00:00,303,19,Saturday
1644430081,2016-05-07 20:00:00,331,20,Saturday
1644430081,2016-05-07 21:00:00,429,21,Saturday
1644430081,2016-05-07 22:00:00,202,22,Saturday
1644430081,2016-05-07 23:00:00,219,23,Saturday
1644430081,2016-05-08 00:00:00,137,0,Sunday
1644430081,2016-05-08 01:00:00,298,1,Sunday
1644430081,2016-05-08 02:00:00,798,2,Sunday
1644430081,2016-05-08 03:00:00,7,3,Sunday
1644430081,2016-05-08 04:00:00,7,4,Sunday
1644430081,2016-05-08 05:00:00,7,5,Sunday
1644430081,2016-05-08 06:00:00,7,6,Sunday
1644430081,2016-05-08 07:00:00,7,7,Sunday
1644430081,2016-05-08 08:00:00,7,8,Sunday
1644430081,2016-05-08 09:00:00,587,9,Sunday
1644430081,2016-05-08 10:00:00,867,10,Sunday
1644430081,2016-05-08 11:00:00,609,11,Sunday
1644430081,2016-05-08 12:00:00,256,12,Sunday
1644430081,2016-05-08 13:00:00,380,13,Sunday
1644430081,2016-05-08 14:00:00,354,14,Sunday
1644430081,2016-05-08 15:00:00,302,15,Sunday
1644430081,2016-05-08 16:00:00,493,16,Sunday
1644430081,2016-05-08 17:00:00,769,17,Sunday
1644430081,2016-05-08 18:00:00,37,18,Sunday
1644430081,2016-05-08 19:00:00,8,19,Sunday
1644430081,2016-05-08 20:00:00,15,20,Sunday
1644430081,2016-05-08 21:00:00,460,21,Sunday
1644430081,2016-05-08 22:00:00,270,22,Sunday
1644430081,2016-05-08 23:00:00,42,23,Sunday
1644430081,2016-05-09 00:00:00,2,0,Monday
1644430081,2016-05-09 01:00:00,1,1,Monday
1644430081,2016-05-09 02:00:00,1,2,Monday
1644430081,2016-05-09 03:00:00,1,3,Monday
1644430081,2016-05-09 04:00:00,1,4,Monday
1644430081,2016-05-09 05:00:00,1,5,Monday
1644430081,2016-05-09 06:00:00,1,6,Monday
1644430081,2016-05-09 07:00:00,1,7,Monday
1644430081,2016-05-09 08:00:00,611,8,Monday
1644430081,2016-05-09 09:00:00,15,9,Monday
1644430081,2016-05-09 10:00:00,14,10,Monday
1644430081,2016-05-09 11:00:00,97,11,Monday
1644430081,2016-05-09 12:00:00,163,12,Monday
1644430081,2016-05-09 13:00:00,218,13,Monday
1644430081,2016-05-09 14:00:00,19,14,Monday
1644430081,2016-05-09 15:00:00,18,15,Monday
1644430081,2016-05-09 16:00:00,19,16,Monday
1644430081,2016-05-09 17:00:00,19,17,Monday
1644430081,2016-05-09 18:00:00,710,18,Monday
1644430081,2016-05-09 19:00:00,4084,19,Monday
1644430081,2016-05-09 20:00:00,549,20,Monday
1644430081,2016-05-09 21:00:00,48,21,Monday
1644430081,2016-05-09 22:00:00,0,22,Monday
1644430081,2016-05-09 23:00:00,50,23,Monday
1644430081,2016-05-10 00:00:00,27,0,Tuesday
1644430081,2016-05-10 01:00:00,0,1,Tuesday
1644430081,2016-05-10 02:00:00,0,2,Tuesday
1644430081,2016-05-10 03:00:00,0,3,Tuesday
1644430081,2016-05-10 04:00:00,0,4,Tuesday
1644430081,2016-05-10 05:00:00,0,5,Tuesday
1644430081,2016-05-10 06:00:00,0,6,Tuesday
1644430081,2016-05-10 07:00:00,0,7,Tuesday
1644430081,2016-05-10 08:00:00,158,8,Tuesday
1644430081,2016-05-10 09:00:00,574,9,Tuesday
1644430081,2016-05-10 10:00:00,194,10,Tuesday
1644430081,2016-05-10 11:00:00,0,11,Tuesday
1644430081,2016-05-10 12:00:00,0,12,Tuesday
1644430081,2016-05-10 13:00:00,369,13,Tuesday
1644430081,2016-05-10 14:00:00,0,14,Tuesday
1644430081,2016-05-10 15:00:00,0,15,Tuesday
1644430081,2016-05-10 16:00:00,0,16,Tuesday
1644430081,2016-05-10 17:00:00,0,17,Tuesday
1644430081,2016-05-10 18:00:00,1803,18,Tuesday
1644430081,2016-05-10 19:00:00,1115,19,Tuesday
1644430081,2016-05-10 20:00:00,1474,20,Tuesday
1644430081,2016-05-10 21:00:00,2213,21,Tuesday
1644430081,2016-05-10 22:00:00,1227,22,Tuesday
1644430081,2016-05-10 23:00:00,13,23,Tuesday
1644430081,2016-05-11 00:00:00,8,0,Wednesday
1644430081,2016-05-11 01:00:00,0,1,Wednesday
1644430081,2016-05-11 02:00:00,0,2,Wednesday
1644430081,2016-05-11 03:00:00,0,3,Wednesday
1644430081,2016-05-11 04:00:00,0,4,Wednesday
1644430081,2016-05-11 05:00:00,0,5,Wednesday
1644430081,2016-05-11 06:00:00,0,6,Wednesday
1644430081,2016-05-11 07:00:00,166,7,Wednesday
1644430081,2016-05-11 08:00:00,463,8,Wednesday
1644430081,2016-05-11 09:00:00,179,9,Wednesday
1644430081,2016-05-11 10:00:00,70,10,Wednesday
1644430081,2016-05-11 11:00:00,103,11,Wednesday
1844505072,2016-04-12 00:00:00,0,0,Tuesday
1844505072,2016-04-12 01:00:00,0,1,Tuesday
1844505072,2016-04-12 02:00:00,0,2,Tuesday
1844505072,2016-04-12 03:00:00,0,3,Tuesday
1844505072,2016-04-12 04:00:00,0,4,Tuesday
1844505072,2016-04-12 05:00:00,0,5,Tuesday
1844505072,2016-04-12 06:00:00,0,6,Tuesday
1844505072,2016-04-12 07:00:00,0,7,Tuesday
1844505072,2016-04-12 08:00:00,114,8,Tuesday
1844505072,2016-04-12 09:00:00,682,9,Tuesday
1844505072,2016-04-12 10:00:00,582,10,Tuesday
1844505072,2016-04-12 11:00:00,429,11,Tuesday
1844505072,2016-04-12 12:00:00,814,12,Tuesday
1844505072,2016-04-12 13:00:00,377,13,Tuesday
1844505072,2016-04-12 14:00:00,301,14,Tuesday
1844505072,2016-04-12 15:00:00,643,15,Tuesday
1844505072,2016-04-12 16:00:00,456,16,Tuesday
1844505072,2016-04-12 17:00:00,410,17,Tuesday
1844505072,2016-04-12 18:00:00,533,18,Tuesday
1844505072,2016-04-12 19:00:00,228,19,Tuesday
1844505072,2016-04-12 20:00:00,489,20,Tuesday
1844505072,2016-04-12 21:00:00,166,21,Tuesday
1844505072,2016-04-12 22:00:00,436,22,Tuesday
1844505072,2016-04-12 23:00:00,37,23,Tuesday
1844505072,2016-04-13 00:00:00,0,0,Wednesday
1844505072,2016-04-13 01:00:00,0,1,Wednesday
1844505072,2016-04-13 02:00:00,0,2,Wednesday
1844505072,2016-04-13 03:00:00,0,3,Wednesday
1844505072,2016-04-13 04:00:00,0,4,Wednesday
1844505072,2016-04-13 05:00:00,0,5,Wednesday
1844505072,2016-04-13 06:00:00,0,6,Wednesday
1844505072,2016-04-13 07:00:00,0,7,Wednesday
1844505072,2016-04-13 08:00:00,0,8,Wednesday
1844505072,2016-04-13 09:00:00,0,9,Wednesday
1844505072,2016-04-13 10:00:00,744,10,Wednesday
1844505072,2016-04-13 11:00:00,281,11,Wednesday
1844505072,2016-04-13 12:00:00,347,12,Wednesday
1844505072,2016-04-13 13:00:00,43,13,Wednesday
1844505072,2016-04-13 14:00:00,175,14,Wednesday
1844505072,2016-04-13 15:00:00,139,15,Wednesday
1844505072,2016-04-13 16:00:00,452,16,Wednesday
1844505072,2016-04-13 17:00:00,234,17,Wednesday
1844505072,2016-04-13 18:00:00,608,18,Wednesday
1844505072,2016-04-13 19:00:00,401,19,Wednesday
1844505072,2016-04-13 20:00:00,323,20,Wednesday
1844505072,2016-04-13 21:00:00,561,21,Wednesday
1844505072,2016-04-13 22:00:00,168,22,Wednesday
1844505072,2016-04-13 23:00:00,453,23,Wednesday
1844505072,2016-04-14 00:00:00,189,0,Thursday
1844505072,2016-04-14 01:00:00,87,1,Thursday
1844505072,2016-04-14 02:00:00,0,2,Thursday
1844505072,2016-04-14 03:00:00,0,3,Thursday
1844505072,2016-04-14 04:00:00,0,4,Thursday
1844505072,2016-04-14 05:00:00,0,5,Thursday
1844505072,2016-04-14 06:00:00,0,6,Thursday
1844505072,2016-04-14 07:00:00,48,7,Thursday
1844505072,2016-04-14 08:00:00,638,8,Thursday
1844505072,2016-04-14 09:00:00,613,9,Thursday
1844505072,2016-04-14 10:00:00,836,10,Thursday
1844505072,2016-04-14 11:00:00,555,11,Thursday
1844505072,2016-04-14 12:00:00,288,12,Thursday
1844505072,2016-04-14 13:00:00,505,13,Thursday
1844505072,2016-04-14 14:00:00,284,14,Thursday
1844505072,2016-04-14 15:00:00,188,15,Thursday
1844505072,2016-04-14 16:00:00,222,16,Thursday
1844505072,2016-04-14 17:00:00,688,17,Thursday
1844505072,2016-04-14 18:00:00,315,18,Thursday
1844505072,2016-04-14 19:00:00,1290,19,Thursday
1844505072,2016-04-14 20:00:00,560,20,Thursday
1844505072,2016-04-14 21:00:00,288,21,Thursday
1844505072,2016-04-14 22:00:00,167,22,Thursday
1844505072,2016-04-14 23:00:00,144,23,Thursday
1844505072,2016-04-15 00:00:00,100,0,Friday
1844505072,2016-04-15 01:00:00,0,1,Friday
1844505072,2016-04-15 02:00:00,0,2,Friday
1844505072,2016-04-15 03:00:00,0,3,Friday
1844505072,2016-04-15 04:00:00,0,4,Friday
1844505072,2016-04-15 05:00:00,0,5,Friday
1844505072,2016-04-15 06:00:00,0,6,Friday
1844505072,2016-04-15 07:00:00,0,7,Friday
1844505072,2016-04-15 08:00:00,0,8,Friday
1844505072,2016-04-15 09:00:00,0,9,Friday
1844505072,2016-04-15 10:00:00,176,10,Friday
1844505072,2016-04-15 11:00:00,170,11,Friday
1844505072,2016-04-15 12:00:00,354,12,Friday
1844505072,2016-04-15 13:00:00,413,13,Friday
1844505072,2016-04-15 14:00:00,443,14,Friday
1844505072,2016-04-15 15:00:00,441,15,Friday
1844505072,2016-04-15 16:00:00,280,16,Friday
1844505072,2016-04-15 17:00:00,213,17,Friday
1844505072,2016-04-15 18:00:00,0,18,Friday
1844505072,2016-04-15 19:00:00,0,19,Friday
1844505072,2016-04-15 20:00:00,0,20,Friday
1844505072,2016-04-15 21:00:00,457,21,Friday
1844505072,2016-04-15 22:00:00,494,22,Friday
1844505072,2016-04-15 23:00:00,303,23,Friday
1844505072,2016-04-16 00:00:00,0,0,Saturday
1844505072,2016-04-16 01:00:00,0,1,Saturday
1844505072,2016-04-16 02:00:00,0,2,Saturday
1844505072,2016-04-16 03:00:00,0,3,Saturday
1844505072,2016-04-16 04:00:00,0,4,Saturday
1844505072,2016-04-16 05:00:00,0,5,Saturday
1844505072,2016-04-16 06:00:00,0,6,Saturday
1844505072,2016-04-16 07:00:00,0,7,Saturday
1844505072,2016-04-16 08:00:00,0,8,Saturday
1844505072,2016-04-16 09:00:00,63,9,Saturday
1844505072,2016-04-16 10:00:00,308,10,Saturday
1844505072,2016-04-16 11:00:00,481,11,Saturday
1844505072,2016-04-16 12:00:00,480,12,Saturday
1844505072,2016-04-16 13:00:00,1150,13,Saturday
1844505072,2016-04-16 14:00:00,787,14,Saturday
1844505072,2016-04-16 15:00:00,134,15,Saturday
1844505072,2016-04-16 16:00:00,11,16,Saturday
1844505072,2016-04-16 17:00:00,0,17,Saturday
1844505072,2016-04-16 18:00:00,0,18,Saturday
1844505072,2016-04-16 19:00:00,0,19,Saturday
1844505072,2016-04-16 20:00:00,0,20,Saturday
1844505072,2016-04-16 21:00:00,0,21,Saturday
1844505072,2016-04-16 22:00:00,0,22,Saturday
1844505072,2016-04-16 23:00:00,0,23,Saturday
1844505072,2016-04-17 00:00:00,0,0,Sunday
1844505072,2016-04-17 01:00:00,0,1,Sunday
1844505072,2016-04-17 02:00:00,0,2,Sunday
1844505072,2016-04-17 03:00:00,0,3,Sunday
1844505072,2016-04-17 04:00:00,0,4,Sunday
1844505072,2016-04-17 05:00:00,0,5,Sunday
1844505072,2016-04-17 06:00:00,0,6,Sunday
1844505072,2016-04-17 07:00:00,0,7,Sunday
1844505072,2016-04-17 08:00:00,0,8,Sunday
1844505072,2016-04-17 09:00:00,0,9,Sunday
1844505072,2016-04-17 10:00:00,0,10,Sunday
1844505072,2016-04-17 11:00:00,0,11,Sunday
1844505072,2016-04-17 12:00:00,0,12,Sunday
1844505072,2016-04-17 13:00:00,0,13,Sunday
1844505072,2016-04-17 14:00:00,391,14,Sunday
1844505072,2016-04-17 15:00:00,815,15,Sunday
1844505072,2016-04-17 16:00:00,1450,16,Sunday
1844505072,2016-04-17 17:00:00,337,17,Sunday
1844505072,2016-04-17 18:00:00,190,18,Sunday
1844505072,2016-04-17 19:00:00,332,19,Sunday
1844505072,2016-04-17 20:00:00,420,20,Sunday
1844505072,2016-04-17 21:00:00,253,21,Sunday
1844505072,2016-04-17 22:00:00,181,22,Sunday
1844505072,2016-04-17 23:00:00,156,23,Sunday
1844505072,2016-04-18 00:00:00,371,0,Monday
1844505072,2016-04-18 01:00:00,0,1,Monday
1844505072,2016-04-18 02:00:00,0,2,Monday
1844505072,2016-04-18 03:00:00,0,3,Monday
1844505072,2016-04-18 04:00:00,0,4,Monday
1844505072,2016-04-18 05:00:00,0,5,Monday
1844505072,2016-04-18 06:00:00,113,6,Monday
1844505072,2016-04-18 07:00:00,74,7,Monday
1844505072,2016-04-18 08:00:00,396,8,Monday
1844505072,2016-04-18 09:00:00,200,9,Monday
1844505072,2016-04-18 10:00:00,362,10,Monday
1844505072,2016-04-18 11:00:00,0,11,Monday
1844505072,2016-04-18 12:00:00,0,12,Monday
1844505072,2016-04-18 13:00:00,0,13,Monday
1844505072,2016-04-18 14:00:00,0,14,Monday
1844505072,2016-04-18 15:00:00,14,15,Monday
1844505072,2016-04-18 16:00:00,20,16,Monday
1844505072,2016-04-18 17:00:00,259,17,Monday
1844505072,2016-04-18 18:00:00,365,18,Monday
1844505072,2016-04-18 19:00:00,605,19,Monday
1844505072,2016-04-18 20:00:00,182,20,Monday
1844505072,2016-04-18 21:00:00,437,21,Monday
1844505072,2016-04-18 22:00:00,1104,22,Monday
1844505072,2016-04-18 23:00:00,95,23,Monday
1844505072,2016-04-19 00:00:00,138,0,Tuesday
1844505072,2016-04-19 01:00:00,0,1,Tuesday
1844505072,2016-04-19 02:00:00,0,2,Tuesday
1844505072,2016-04-19 03:00:00,0,3,Tuesday
1844505072,2016-04-19 04:00:00,0,4,Tuesday
1844505072,2016-04-19 05:00:00,0,5,Tuesday
1844505072,2016-04-19 06:00:00,0,6,Tuesday
1844505072,2016-04-19 07:00:00,0,7,Tuesday
1844505072,2016-04-19 08:00:00,0,8,Tuesday
1844505072,2016-04-19 09:00:00,0,9,Tuesday
1844505072,2016-04-19 10:00:00,59,10,Tuesday
1844505072,2016-04-19 11:00:00,0,11,Tuesday
1844505072,2016-04-19 12:00:00,0,12,Tuesday
1844505072,2016-04-19 13:00:00,0,13,Tuesday
1844505072,2016-04-19 14:00:00,0,14,Tuesday
1844505072,2016-04-19 15:00:00,0,15,Tuesday
1844505072,2016-04-19 16:00:00,0,16,Tuesday
1844505072,2016-04-19 17:00:00,0,17,Tuesday
1844505072,2016-04-19 18:00:00,0,18,Tuesday
1844505072,2016-04-19 19:00:00,0,19,Tuesday
1844505072,2016-04-19 20:00:00,0,20,Tuesday
1844505072,2016-04-19 21:00:00,0,21,Tuesday
1844505072,2016-04-19 22:00:00,0,22,Tuesday
1844505072,2016-04-19 23:00:00,0,23,Tuesday
1844505072,2016-04-20 00:00:00,0,0,Wednesday
1844505072,2016-04-20 01:00:00,0,1,Wednesday
1844505072,2016-04-20 02:00:00,0,2,Wednesday
1844505072,2016-04-20 03:00:00,0,3,Wednesday
1844505072,2016-04-20 04:00:00,0,4,Wednesday
1844505072,2016-04-20 05:00:00,0,5,Wednesday
1844505072,2016-04-20 06:00:00,0,6,Wednesday
1844505072,2016-04-20 07:00:00,0,7,Wednesday
1844505072,2016-04-20 08:00:00,0,8,Wednesday
1844505072,2016-04-20 09:00:00,0,9,Wednesday
1844505072,2016-04-20 10:00:00,0,10,Wednesday
1844505072,2016-04-20 11:00:00,0,11,Wednesday
1844505072,2016-04-20 12:00:00,0,12,Wednesday
1844505072,2016-04-20 13:00:00,0,13,Wednesday
1844505072,2016-04-20 14:00:00,0,14,Wednesday
1844505072,2016-04-20 15:00:00,0,15,Wednesday
1844505072,2016-04-20 16:00:00,0,16,Wednesday
1844505072,2016-04-20 17:00:00,0,17,Wednesday
1844505072,2016-04-20 18:00:00,0,18,Wednesday
1844505072,2016-04-20 19:00:00,0,19,Wednesday
1844505072,2016-04-20 20:00:00,0,20,Wednesday
1844505072,2016-04-20 21:00:00,0,21,Wednesday
1844505072,2016-04-20 22:00:00,8,22,Wednesday
1844505072,2016-04-20 23:00:00,0,23,Wednesday
1844505072,2016-04-21 00:00:00,0,0,Thursday
1844505072,2016-04-21 01:00:00,0,1,Thursday
1844505072,2016-04-21 02:00:00,0,2,Thursday
1844505072,2016-04-21 03:00:00,0,3,Thursday
1844505072,2016-04-21 04:00:00,0,4,Thursday
1844505072,2016-04-21 05:00:00,0,5,Thursday
1844505072,2016-04-21 06:00:00,0,6,Thursday
1844505072,2016-04-21 07:00:00,0,7,Thursday
1844505072,2016-04-21 08:00:00,325,8,Thursday
1844505072,2016-04-21 09:00:00,817,9,Thursday
1844505072,2016-04-21 10:00:00,622,10,Thursday
1844505072,2016-04-21 11:00:00,482,11,Thursday
1844505072,2016-04-21 12:00:00,252,12,Thursday
1844505072,2016-04-21 13:00:00,298,13,Thursday
1844505072,2016-04-21 14:00:00,452,14,Thursday
1844505072,2016-04-21 15:00:00,263,15,Thursday
1844505072,2016-04-21 16:00:00,396,16,Thursday
1844505072,2016-04-21 17:00:00,850,17,Thursday
1844505072,2016-04-21 18:00:00,192,18,Thursday
1844505072,2016-04-21 19:00:00,547,19,Thursday
1844505072,2016-04-21 20:00:00,2043,20,Thursday
1844505072,2016-04-21 21:00:00,130,21,Thursday
1844505072,2016-04-21 22:00:00,385,22,Thursday
1844505072,2016-04-21 23:00:00,0,23,Thursday
1844505072,2016-04-22 00:00:00,0,0,Friday
1844505072,2016-04-22 01:00:00,0,1,Friday
1844505072,2016-04-22 02:00:00,0,2,Friday
1844505072,2016-04-22 03:00:00,0,3,Friday
1844505072,2016-04-22 04:00:00,0,4,Friday
1844505072,2016-04-22 05:00:00,0,5,Friday
1844505072,2016-04-22 06:00:00,0,6,Friday
1844505072,2016-04-22 07:00:00,0,7,Friday
1844505072,2016-04-22 08:00:00,0,8,Friday
1844505072,2016-04-22 09:00:00,0,9,Friday
1844505072,2016-04-22 10:00:00,518,10,Friday
1844505072,2016-04-22 11:00:00,762,11,Friday
1844505072,2016-04-22 12:00:00,328,12,Friday
1844505072,2016-04-22 13:00:00,619,13,Friday
1844505072,2016-04-22 14:00:00,561,14,Friday
1844505072,2016-04-22 15:00:00,234,15,Friday
1844505072,2016-04-22 16:00:00,0,16,Friday
1844505072,2016-04-22 17:00:00,0,17,Friday
1844505072,2016-04-22 18:00:00,137,18,Friday
1844505072,2016-04-22 19:00:00,797,19,Friday
1844505072,2016-04-22 20:00:00,371,20,Friday
1844505072,2016-04-22 21:00:00,363,21,Friday
1844505072,2016-04-22 22:00:00,97,22,Friday
1844505072,2016-04-22 23:00:00,585,23,Friday
1844505072,2016-04-23 00:00:00,149,0,Saturday
1844505072,2016-04-23 01:00:00,0,1,Saturday
1844505072,2016-04-23 02:00:00,0,2,Saturday
1844505072,2016-04-23 03:00:00,0,3,Saturday
1844505072,2016-04-23 04:00:00,0,4,Saturday
1844505072,2016-04-23 05:00:00,0,5,Saturday
1844505072,2016-04-23 06:00:00,0,6,Saturday
1844505072,2016-04-23 07:00:00,0,7,Saturday
1844505072,2016-04-23 08:00:00,0,8,Saturday
1844505072,2016-04-23 09:00:00,0,9,Saturday
1844505072,2016-04-23 10:00:00,392,10,Saturday
1844505072,2016-04-23 11:00:00,758,11,Saturday
1844505072,2016-04-23 12:00:00,539,12,Saturday
1844505072,2016-04-23 13:00:00,128,13,Saturday
1844505072,2016-04-23 14:00:00,0,14,Saturday
1844505072,2016-04-23 15:00:00,583,15,Saturday
1844505072,2016-04-23 16:00:00,947,16,Saturday
1844505072,2016-04-23 17:00:00,74,17,Saturday
1844505072,2016-04-23 18:00:00,0,18,Saturday
1844505072,2016-04-23 19:00:00,0,19,Saturday
1844505072,2016-04-23 20:00:00,0,20,Saturday
1844505072,2016-04-23 21:00:00,0,21,Saturday
1844505072,2016-04-23 22:00:00,0,22,Saturday
1844505072,2016-04-23 23:00:00,0,23,Saturday
1844505072,2016-04-24 00:00:00,0,0,Sunday
1844505072,2016-04-24 01:00:00,0,1,Sunday
1844505072,2016-04-24 02:00:00,0,2,Sunday
1844505072,2016-04-24 03:00:00,0,3,Sunday
1844505072,2016-04-24 04:00:00,0,4,Sunday
1844505072,2016-04-24 05:00:00,0,5,Sunday
1844505072,2016-04-24 06:00:00,0,6,Sunday
1844505072,2016-04-24 07:00:00,0,7,Sunday
1844505072,2016-04-24 08:00:00,0,8,Sunday
1844505072,2016-04-24 09:00:00,0,9,Sunday
1844505072,2016-04-24 10:00:00,0,10,Sunday
1844505072,2016-04-24 11:00:00,0,11,Sunday
1844505072,2016-04-24 12:00:00,0,12,Sunday
1844505072,2016-04-24 13:00:00,0,13,Sunday
1844505072,2016-04-24 14:00:00,0,14,Sunday
1844505072,2016-04-24 15:00:00,0,15,Sunday
1844505072,2016-04-24 16:00:00,0,16,Sunday
1844505072,2016-04-24 17:00:00,0,17,Sunday
1844505072,2016-04-24 18:00:00,0,18,Sunday
1844505072,2016-04-24 19:00:00,0,19,Sunday
1844505072,2016-04-24 20:00:00,0,20,Sunday
1844505072,2016-04-24 21:00:00,0,21,Sunday
1844505072,2016-04-24 22:00:00,0,22,Sunday
1844505072,2016-04-24 23:00:00,0,23,Sunday
1844505072,2016-04-25 00:00:00,0,0,Monday
1844505072,2016-04-25 01:00:00,0,1,Monday
1844505072,2016-04-25 02:00:00,0,2,Monday
1844505072,2016-04-25 03:00:00,0,3,Monday
1844505072,2016-04-25 04:00:00,0,4,Monday
1844505072,2016-04-25 05:00:00,0,5,Monday
1844505072,2016-04-25 06:00:00,0,6,Monday
1844505072,2016-04-25 07:00:00,0,7,Monday
1844505072,2016-04-25 08:00:00,0,8,Monday
1844505072,2016-04-25 09:00:00,0,9,Monday
1844505072,2016-04-25 10:00:00,0,10,Monday
1844505072,2016-04-25 11:00:00,0,11,Monday
1844505072,2016-04-25 12:00:00,0,12,Monday
1844505072,2016-04-25 13:00:00,0,13,Monday
1844505072,2016-04-25 14:00:00,0,14,Monday
1844505072,2016-04-25 15:00:00,0,15,Monday
1844505072,2016-04-25 16:00:00,0,16,Monday
1844505072,2016-04-25 17:00:00,0,17,Monday
1844505072,2016-04-25 18:00:00,0,18,Monday
1844505072,2016-04-25 19:00:00,0,19,Monday
1844505072,2016-04-25 20:00:00,0,20,Monday
1844505072,2016-04-25 21:00:00,0,21,Monday
1844505072,2016-04-25 22:00:00,0,22,Monday
1844505072,2016-04-25 23:00:00,0,23,Monday
1844505072,2016-04-26 00:00:00,0,0,Tuesday
1844505072,2016-04-26 01:00:00,0,1,Tuesday
1844505072,2016-04-26 02:00:00,0,2,Tuesday
1844505072,2016-04-26 03:00:00,0,3,Tuesday
1844505072,2016-04-26 04:00:00,0,4,Tuesday
1844505072,2016-04-26 05:00:00,0,5,Tuesday
1844505072,2016-04-26 06:00:00,0,6,Tuesday
1844505072,2016-04-26 07:00:00,0,7,Tuesday
1844505072,2016-04-26 08:00:00,0,8,Tuesday
1844505072,2016-04-26 09:00:00,0,9,Tuesday
1844505072,2016-04-26 10:00:00,0,10,Tuesday
1844505072,2016-04-26 11:00:00,0,11,Tuesday
1844505072,2016-04-26 12:00:00,0,12,Tuesday
1844505072,2016-04-26 13:00:00,0,13,Tuesday
1844505072,2016-04-26 14:00:00,0,14,Tuesday
1844505072,2016-04-26 15:00:00,0,15,Tuesday
1844505072,2016-04-26 16:00:00,0,16,Tuesday
1844505072,2016-04-26 17:00:00,0,17,Tuesday
1844505072,2016-04-26 18:00:00,0,18,Tuesday
1844505072,2016-04-26 19:00:00,0,19,Tuesday
1844505072,2016-04-26 20:00:00,0,20,Tuesday
1844505072,2016-04-26 21:00:00,0,21,Tuesday
1844505072,2016-04-26 22:00:00,0,22,Tuesday
1844505072,2016-04-26 23:00:00,0,23,Tuesday
1844505072,2016-04-27 00:00:00,0,0,Wednesday
1844505072,2016-04-27 01:00:00,0,1,Wednesday
1844505072,2016-04-27 02:00:00,0,2,Wednesday
1844505072,2016-04-27 03:00:00,0,3,Wednesday
1844505072,2016-04-27 04:00:00,0,4,Wednesday
1844505072,2016-04-27 05:00:00,0,5,Wednesday
1844505072,2016-04-27 06:00:00,0,6,Wednesday
1844505072,2016-04-27 07:00:00,0,7,Wednesday
1844505072,2016-04-27 08:00:00,0,8,Wednesday
1844505072,2016-04-27 09:00:00,0,9,Wednesday
1844505072,2016-04-27 10:00:00,0,10,Wednesday
1844505072,2016-04-27 11:00:00,0,11,Wednesday
1844505072,2016-04-27 12:00:00,0,12,Wednesday
1844505072,2016-04-27 13:00:00,0,13,Wednesday
1844505072,2016-04-27 14:00:00,4,14,Wednesday
1844505072,2016-04-27 15:00:00,0,15,Wednesday
1844505072,2016-04-27 16:00:00,0,16,Wednesday
1844505072,2016-04-27 17:00:00,0,17,Wednesday
1844505072,2016-04-27 18:00:00,0,18,Wednesday
1844505072,2016-04-27 19:00:00,0,19,Wednesday
1844505072,2016-04-27 20:00:00,0,20,Wednesday
1844505072,2016-04-27 21:00:00,0,21,Wednesday
1844505072,2016-04-27 22:00:00,0,22,Wednesday
1844505072,2016-04-27 23:00:00,0,23,Wednesday
1844505072,2016-04-28 00:00:00,0,0,Thursday
1844505072,2016-04-28 01:00:00,0,1,Thursday
1844505072,2016-04-28 02:00:00,0,2,Thursday
1844505072,2016-04-28 03:00:00,0,3,Thursday
1844505072,2016-04-28 04:00:00,0,4,Thursday
1844505072,2016-04-28 05:00:00,0,5,Thursday
1844505072,2016-04-28 06:00:00,0,6,Thursday
1844505072,2016-04-28 07:00:00,0,7,Thursday
1844505072,2016-04-28 08:00:00,0,8,Thursday
1844505072,2016-04-28 09:00:00,0,9,Thursday
1844505072,2016-04-28 10:00:00,205,10,Thursday
1844505072,2016-04-28 11:00:00,788,11,Thursday
1844505072,2016-04-28 12:00:00,705,12,Thursday
1844505072,2016-04-28 13:00:00,284,13,Thursday
1844505072,2016-04-28 14:00:00,454,14,Thursday
1844505072,2016-04-28 15:00:00,534,15,Thursday
1844505072,2016-04-28 16:00:00,332,16,Thursday
1844505072,2016-04-28 17:00:00,777,17,Thursday
1844505072,2016-04-28 18:00:00,151,18,Thursday
1844505072,2016-04-28 19:00:00,335,19,Thursday
1844505072,2016-04-28 20:00:00,208,20,Thursday
1844505072,2016-04-28 21:00:00,1001,21,Thursday
1844505072,2016-04-28 22:00:00,861,22,Thursday
1844505072,2016-04-28 23:00:00,264,23,Thursday
1844505072,2016-04-29 00:00:00,68,0,Friday
1844505072,2016-04-29 01:00:00,184,1,Friday
1844505072,2016-04-29 02:00:00,0,2,Friday
1844505072,2016-04-29 03:00:00,0,3,Friday
